,author,title,body,date,rating,helpful
4131,,Love it,I absolutely love it,2018-10-29,5,0
4132,,Item as described,Item as described,2018-10-29,5,0
4133,,Love love love,Love love love it!!!!,2018-10-29,5,0
4134,,Easy yo use,Love it,2018-10-29,5,0
4135,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4136,,good price,It is what i was looking,2018-10-29,5,0
4137,,Ease of use.,Continuous improvement,2018-10-29,5,0
4138,,Five Stars,Good item,2018-10-29,5,0
4139,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4140,,Love it,I absolutely love it,2018-10-29,5,1
4141,,Item as described,Item as described,2018-10-29,5,1
4142,,Love love love,Love love love it!!!!,2018-10-29,5,1
4143,,Easy yo use,Love it,2018-10-29,5,1
4144,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4145,,good price,It is what i was looking,2018-10-29,5,1
4146,,Ease of use.,Continuous improvement,2018-10-29,5,1
4147,,Five Stars,Good item,2018-10-29,5,1
4148,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4149,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
4150,,Weather,Just wanted one,2018-10-29,5,0
4151,,Love it,I absolutely love it,2018-10-29,5,0
4152,,Item as described,Item as described,2018-10-29,5,0
4153,,Love love love,Love love love it!!!!,2018-10-29,5,0
4154,,Easy yo use,Love it,2018-10-29,5,0
4155,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4156,,good price,It is what i was looking,2018-10-29,5,0
4157,,Ease of use.,Continuous improvement,2018-10-29,5,0
4158,,Five Stars,Good item,2018-10-29,5,0
4159,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4160,,Weather,Just wanted one,2018-10-29,5,1
4161,,Love it,I absolutely love it,2018-10-29,5,1
4162,,Item as described,Item as described,2018-10-29,5,1
4163,,Love love love,Love love love it!!!!,2018-10-29,5,1
4164,,Easy yo use,Love it,2018-10-29,5,1
4165,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4166,,good price,It is what i was looking,2018-10-29,5,1
4167,,Ease of use.,Continuous improvement,2018-10-29,5,1
4168,,Five Stars,Good item,2018-10-29,5,1
4169,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4170,,Love it,I absolutely love it,2018-10-29,5,1
4171,,Item as described,Item as described,2018-10-29,5,1
4172,,Love love love,Love love love it!!!!,2018-10-29,5,1
4173,,Easy yo use,Love it,2018-10-29,5,1
4174,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4175,,good price,It is what i was looking,2018-10-29,5,1
4176,,Ease of use.,Continuous improvement,2018-10-29,5,1
4177,,Five Stars,Good item,2018-10-29,5,1
4178,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4179,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
4180,,Weather,Just wanted one,2018-10-29,5,1
4181,,Love it,I absolutely love it,2018-10-29,5,1
4182,,Item as described,Item as described,2018-10-29,5,1
4183,,Love love love,Love love love it!!!!,2018-10-29,5,1
4184,,Easy yo use,Love it,2018-10-29,5,1
4185,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4186,,good price,It is what i was looking,2018-10-29,5,1
4187,,Ease of use.,Continuous improvement,2018-10-29,5,1
4188,,Five Stars,Good item,2018-10-29,5,1
4189,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4190,,Love it,I absolutely love it,2018-10-29,5,1
4191,,Item as described,Item as described,2018-10-29,5,1
4192,,Love love love,Love love love it!!!!,2018-10-29,5,1
4193,,Easy yo use,Love it,2018-10-29,5,1
4194,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4195,,good price,It is what i was looking,2018-10-29,5,1
4196,,Ease of use.,Continuous improvement,2018-10-29,5,1
4197,,Five Stars,Good item,2018-10-29,5,1
4198,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4199,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
4200,,Weather,Just wanted one,2018-10-29,5,1
4201,,Love it,I absolutely love it,2018-10-29,5,1
4202,,Item as described,Item as described,2018-10-29,5,1
4203,,Love love love,Love love love it!!!!,2018-10-29,5,1
4204,,Easy yo use,Love it,2018-10-29,5,1
4205,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4206,,good price,It is what i was looking,2018-10-29,5,1
4207,,Ease of use.,Continuous improvement,2018-10-29,5,1
4208,,Five Stars,Good item,2018-10-29,5,1
4209,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4210,,Weather,Just wanted one,2018-10-29,5,0
4211,,Love it,I absolutely love it,2018-10-29,5,0
4212,,Item as described,Item as described,2018-10-29,5,0
4213,,Love love love,Love love love it!!!!,2018-10-29,5,0
4214,,Easy yo use,Love it,2018-10-29,5,0
4215,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4216,,good price,It is what i was looking,2018-10-29,5,0
4217,,Ease of use.,Continuous improvement,2018-10-29,5,0
4218,,Five Stars,Good item,2018-10-29,5,0
4219,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4220,,Weather,Just wanted one,2018-10-29,5,1
4221,,Love it,I absolutely love it,2018-10-29,5,1
4222,,Item as described,Item as described,2018-10-29,5,1
4223,,Love love love,Love love love it!!!!,2018-10-29,5,1
4224,,Easy yo use,Love it,2018-10-29,5,1
4225,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4226,,good price,It is what i was looking,2018-10-29,5,1
4227,,Ease of use.,Continuous improvement,2018-10-29,5,1
4228,,Five Stars,Good item,2018-10-29,5,1
4229,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4230,,Weather,Just wanted one,2018-10-29,5,1
4231,,Love it,I absolutely love it,2018-10-29,5,1
4232,,Item as described,Item as described,2018-10-29,5,1
4233,,Love love love,Love love love it!!!!,2018-10-29,5,1
4234,,Easy yo use,Love it,2018-10-29,5,1
4235,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4236,,good price,It is what i was looking,2018-10-29,5,1
4237,,Ease of use.,Continuous improvement,2018-10-29,5,1
4238,,Five Stars,Good item,2018-10-29,5,1
4239,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4240,,Love it,I absolutely love it,2018-10-29,5,1
4241,,Item as described,Item as described,2018-10-29,5,1
4242,,Love love love,Love love love it!!!!,2018-10-29,5,1
4243,,Easy yo use,Love it,2018-10-29,5,1
4244,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4245,,good price,It is what i was looking,2018-10-29,5,1
4246,,Ease of use.,Continuous improvement,2018-10-29,5,1
4247,,Five Stars,Good item,2018-10-29,5,1
4248,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4249,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
4250,,Weather,Just wanted one,2018-10-29,5,1
4251,,Love it,I absolutely love it,2018-10-29,5,1
4252,,Item as described,Item as described,2018-10-29,5,1
4253,,Love love love,Love love love it!!!!,2018-10-29,5,1
4254,,Easy yo use,Love it,2018-10-29,5,1
4255,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4256,,good price,It is what i was looking,2018-10-29,5,1
4257,,Ease of use.,Continuous improvement,2018-10-29,5,1
4258,,Five Stars,Good item,2018-10-29,5,1
4259,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4260,,Weather,Just wanted one,2018-10-29,5,1
4261,,Love it,I absolutely love it,2018-10-29,5,1
4262,,Item as described,Item as described,2018-10-29,5,1
4263,,Love love love,Love love love it!!!!,2018-10-29,5,1
4264,,Easy yo use,Love it,2018-10-29,5,1
4265,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4266,,good price,It is what i was looking,2018-10-29,5,1
4267,,Ease of use.,Continuous improvement,2018-10-29,5,1
4268,,Five Stars,Good item,2018-10-29,5,1
4269,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4270,,Weather,Just wanted one,2018-10-29,5,1
4271,,Love it,I absolutely love it,2018-10-29,5,1
4272,,Item as described,Item as described,2018-10-29,5,1
4273,,Love love love,Love love love it!!!!,2018-10-29,5,1
4274,,Easy yo use,Love it,2018-10-29,5,1
4275,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4276,,good price,It is what i was looking,2018-10-29,5,1
4277,,Ease of use.,Continuous improvement,2018-10-29,5,1
4278,,Five Stars,Good item,2018-10-29,5,1
4279,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4280,,Weather,Just wanted one,2018-10-29,5,0
4281,,Love it,I absolutely love it,2018-10-29,5,0
4282,,Item as described,Item as described,2018-10-29,5,0
4283,,Love love love,Love love love it!!!!,2018-10-29,5,0
4284,,Easy yo use,Love it,2018-10-29,5,0
4285,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4286,,good price,It is what i was looking,2018-10-29,5,0
4287,,Ease of use.,Continuous improvement,2018-10-29,5,0
4288,,Five Stars,Good item,2018-10-29,5,0
4289,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4290,,Weather,Just wanted one,2018-10-29,5,1
4291,,Love it,I absolutely love it,2018-10-29,5,1
4292,,Item as described,Item as described,2018-10-29,5,1
4293,,Love love love,Love love love it!!!!,2018-10-29,5,1
4294,,Easy yo use,Love it,2018-10-29,5,1
4295,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4296,,good price,It is what i was looking,2018-10-29,5,1
4297,,Ease of use.,Continuous improvement,2018-10-29,5,1
4298,,Five Stars,Good item,2018-10-29,5,1
4299,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4300,,Weather,Just wanted one,2018-10-29,5,0
4301,,Love it,I absolutely love it,2018-10-29,5,0
4302,,Item as described,Item as described,2018-10-29,5,0
4303,,Love love love,Love love love it!!!!,2018-10-29,5,0
4304,,Easy yo use,Love it,2018-10-29,5,0
4305,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4306,,good price,It is what i was looking,2018-10-29,5,0
4307,,Ease of use.,Continuous improvement,2018-10-29,5,0
4308,,Five Stars,Good item,2018-10-29,5,0
4309,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4310,,Love it,I absolutely love it,2018-10-29,5,1
4311,,Item as described,Item as described,2018-10-29,5,1
4312,,Love love love,Love love love it!!!!,2018-10-29,5,1
4313,,Easy yo use,Love it,2018-10-29,5,1
4314,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4315,,good price,It is what i was looking,2018-10-29,5,1
4316,,Ease of use.,Continuous improvement,2018-10-29,5,1
4317,,Five Stars,Good item,2018-10-29,5,1
4318,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4319,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
4320,,Weather,Just wanted one,2018-10-29,5,1
4321,,Love it,I absolutely love it,2018-10-29,5,1
4322,,Item as described,Item as described,2018-10-29,5,1
4323,,Love love love,Love love love it!!!!,2018-10-29,5,1
4324,,Easy yo use,Love it,2018-10-29,5,1
4325,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4326,,good price,It is what i was looking,2018-10-29,5,1
4327,,Ease of use.,Continuous improvement,2018-10-29,5,1
4328,,Five Stars,Good item,2018-10-29,5,1
4329,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4330,,Weather,Just wanted one,2018-10-29,5,0
4331,,Love it,I absolutely love it,2018-10-29,5,0
4332,,Item as described,Item as described,2018-10-29,5,0
4333,,Love love love,Love love love it!!!!,2018-10-29,5,0
4334,,Easy yo use,Love it,2018-10-29,5,0
4335,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4336,,good price,It is what i was looking,2018-10-29,5,0
4337,,Ease of use.,Continuous improvement,2018-10-29,5,0
4338,,Five Stars,Good item,2018-10-29,5,0
4339,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4340,,Weather,Just wanted one,2018-10-29,5,1
4341,,Love it,I absolutely love it,2018-10-29,5,1
4342,,Item as described,Item as described,2018-10-29,5,1
4343,,Love love love,Love love love it!!!!,2018-10-29,5,1
4344,,Easy yo use,Love it,2018-10-29,5,1
4345,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4346,,good price,It is what i was looking,2018-10-29,5,1
4347,,Ease of use.,Continuous improvement,2018-10-29,5,1
4348,,Five Stars,Good item,2018-10-29,5,1
4349,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4350,,Weather,Just wanted one,2018-10-29,5,1
4351,,Love it,I absolutely love it,2018-10-29,5,1
4352,,Item as described,Item as described,2018-10-29,5,1
4353,,Love love love,Love love love it!!!!,2018-10-29,5,1
4354,,Easy yo use,Love it,2018-10-29,5,1
4355,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4356,,good price,It is what i was looking,2018-10-29,5,1
4357,,Ease of use.,Continuous improvement,2018-10-29,5,1
4358,,Five Stars,Good item,2018-10-29,5,1
4359,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4360,,Weather,Just wanted one,2018-10-29,5,0
4361,,Love it,I absolutely love it,2018-10-29,5,0
4362,,Item as described,Item as described,2018-10-29,5,0
4363,,Love love love,Love love love it!!!!,2018-10-29,5,0
4364,,Easy yo use,Love it,2018-10-29,5,0
4365,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4366,,good price,It is what i was looking,2018-10-29,5,0
4367,,Ease of use.,Continuous improvement,2018-10-29,5,0
4368,,Five Stars,Good item,2018-10-29,5,0
4369,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4370,,Weather,Just wanted one,2018-10-29,5,0
4371,,Love it,I absolutely love it,2018-10-29,5,0
4372,,Item as described,Item as described,2018-10-29,5,0
4373,,Love love love,Love love love it!!!!,2018-10-29,5,0
4374,,Easy yo use,Love it,2018-10-29,5,0
4375,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4376,,good price,It is what i was looking,2018-10-29,5,0
4377,,Ease of use.,Continuous improvement,2018-10-29,5,0
4378,,Five Stars,Good item,2018-10-29,5,0
4379,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4380,,Weather,Just wanted one,2018-10-29,5,0
4381,,Love it,I absolutely love it,2018-10-29,5,0
4382,,Item as described,Item as described,2018-10-29,5,0
4383,,Love love love,Love love love it!!!!,2018-10-29,5,0
4384,,Easy yo use,Love it,2018-10-29,5,0
4385,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4386,,good price,It is what i was looking,2018-10-29,5,0
4387,,Ease of use.,Continuous improvement,2018-10-29,5,0
4388,,Five Stars,Good item,2018-10-29,5,0
4389,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4390,,Weather,Just wanted one,2018-10-29,5,0
4391,,Love it,I absolutely love it,2018-10-29,5,0
4392,,Item as described,Item as described,2018-10-29,5,0
4393,,Love love love,Love love love it!!!!,2018-10-29,5,0
4394,,Easy yo use,Love it,2018-10-29,5,0
4395,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4396,,good price,It is what i was looking,2018-10-29,5,0
4397,,Ease of use.,Continuous improvement,2018-10-29,5,0
4398,,Five Stars,Good item,2018-10-29,5,0
4399,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4400,,Weather,Just wanted one,2018-10-29,5,0
4401,,Love it,I absolutely love it,2018-10-29,5,0
4402,,Item as described,Item as described,2018-10-29,5,0
4403,,Love love love,Love love love it!!!!,2018-10-29,5,0
4404,,Easy yo use,Love it,2018-10-29,5,0
4405,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4406,,good price,It is what i was looking,2018-10-29,5,0
4407,,Ease of use.,Continuous improvement,2018-10-29,5,0
4408,,Five Stars,Good item,2018-10-29,5,0
4409,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4410,,Weather,Just wanted one,2018-10-29,5,1
4411,,Love it,I absolutely love it,2018-10-29,5,1
4412,,Item as described,Item as described,2018-10-29,5,1
4413,,Love love love,Love love love it!!!!,2018-10-29,5,1
4414,,Easy yo use,Love it,2018-10-29,5,1
4415,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4416,,good price,It is what i was looking,2018-10-29,5,1
4417,,Ease of use.,Continuous improvement,2018-10-29,5,1
4418,,Five Stars,Good item,2018-10-29,5,1
4419,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4420,,Weather,Just wanted one,2018-10-29,5,1
4421,,Love it,I absolutely love it,2018-10-29,5,1
4422,,Item as described,Item as described,2018-10-29,5,1
4423,,Love love love,Love love love it!!!!,2018-10-29,5,1
4424,,Easy yo use,Love it,2018-10-29,5,1
4425,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4426,,good price,It is what i was looking,2018-10-29,5,1
4427,,Ease of use.,Continuous improvement,2018-10-29,5,1
4428,,Five Stars,Good item,2018-10-29,5,1
4429,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4430,,Weather,Just wanted one,2018-10-29,5,0
4431,,Love it,I absolutely love it,2018-10-29,5,0
4432,,Item as described,Item as described,2018-10-29,5,0
4433,,Love love love,Love love love it!!!!,2018-10-29,5,0
4434,,Easy yo use,Love it,2018-10-29,5,0
4435,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4436,,good price,It is what i was looking,2018-10-29,5,0
4437,,Ease of use.,Continuous improvement,2018-10-29,5,0
4438,,Five Stars,Good item,2018-10-29,5,0
4439,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4440,,Love it,I absolutely love it,2018-10-29,5,1
4441,,Item as described,Item as described,2018-10-29,5,1
4442,,Love love love,Love love love it!!!!,2018-10-29,5,1
4443,,Easy yo use,Love it,2018-10-29,5,1
4444,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4445,,good price,It is what i was looking,2018-10-29,5,1
4446,,Ease of use.,Continuous improvement,2018-10-29,5,1
4447,,Five Stars,Good item,2018-10-29,5,1
4448,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4449,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,1
4450,,Weather,Just wanted one,2018-10-29,5,1
4451,,Love it,I absolutely love it,2018-10-29,5,1
4452,,Item as described,Item as described,2018-10-29,5,1
4453,,Love love love,Love love love it!!!!,2018-10-29,5,1
4454,,Easy yo use,Love it,2018-10-29,5,1
4455,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4456,,good price,It is what i was looking,2018-10-29,5,1
4457,,Ease of use.,Continuous improvement,2018-10-29,5,1
4458,,Five Stars,Good item,2018-10-29,5,1
4459,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4460,,Weather,Just wanted one,2018-10-29,5,0
4461,,Love it,I absolutely love it,2018-10-29,5,0
4462,,Item as described,Item as described,2018-10-29,5,0
4463,,Love love love,Love love love it!!!!,2018-10-29,5,0
4464,,Easy yo use,Love it,2018-10-29,5,0
4465,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4466,,good price,It is what i was looking,2018-10-29,5,0
4467,,Ease of use.,Continuous improvement,2018-10-29,5,0
4468,,Five Stars,Good item,2018-10-29,5,0
4469,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4470,,Weather,Just wanted one,2018-10-29,5,1
4471,,Love it,I absolutely love it,2018-10-29,5,1
4472,,Item as described,Item as described,2018-10-29,5,1
4473,,Love love love,Love love love it!!!!,2018-10-29,5,1
4474,,Easy yo use,Love it,2018-10-29,5,1
4475,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4476,,good price,It is what i was looking,2018-10-29,5,1
4477,,Ease of use.,Continuous improvement,2018-10-29,5,1
4478,,Five Stars,Good item,2018-10-29,5,1
4479,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4480,,Weather,Just wanted one,2018-10-29,5,0
4481,,Love it,I absolutely love it,2018-10-29,5,0
4482,,Item as described,Item as described,2018-10-29,5,0
4483,,Love love love,Love love love it!!!!,2018-10-29,5,0
4484,,Easy yo use,Love it,2018-10-29,5,0
4485,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4486,,good price,It is what i was looking,2018-10-29,5,0
4487,,Ease of use.,Continuous improvement,2018-10-29,5,0
4488,,Five Stars,Good item,2018-10-29,5,0
4489,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4490,,Weather,Just wanted one,2018-10-29,5,0
4491,,Love it,I absolutely love it,2018-10-29,5,0
4492,,Item as described,Item as described,2018-10-29,5,0
4493,,Love love love,Love love love it!!!!,2018-10-29,5,0
4494,,Easy yo use,Love it,2018-10-29,5,0
4495,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4496,,good price,It is what i was looking,2018-10-29,5,0
4497,,Ease of use.,Continuous improvement,2018-10-29,5,0
4498,,Five Stars,Good item,2018-10-29,5,0
4499,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4500,,Love it,I absolutely love it,2018-10-29,5,0
4501,,Item as described,Item as described,2018-10-29,5,0
4502,,Love love love,Love love love it!!!!,2018-10-29,5,0
4503,,Easy yo use,Love it,2018-10-29,5,0
4504,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4505,,good price,It is what i was looking,2018-10-29,5,0
4506,,Ease of use.,Continuous improvement,2018-10-29,5,0
4507,,Five Stars,Good item,2018-10-29,5,0
4508,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4509,,Great Value For the Price,Great For Quick Research for My sports,2018-10-29,5,0
4510,,Weather,Just wanted one,2018-10-29,5,1
4511,,Love it,I absolutely love it,2018-10-29,5,1
4512,,Item as described,Item as described,2018-10-29,5,1
4513,,Love love love,Love love love it!!!!,2018-10-29,5,1
4514,,Easy yo use,Love it,2018-10-29,5,1
4515,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4516,,good price,It is what i was looking,2018-10-29,5,1
4517,,Ease of use.,Continuous improvement,2018-10-29,5,1
4518,,Five Stars,Good item,2018-10-29,5,1
4519,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4520,,Weather,Just wanted one,2018-10-29,5,0
4521,,Love it,I absolutely love it,2018-10-29,5,0
4522,,Item as described,Item as described,2018-10-29,5,0
4523,,Love love love,Love love love it!!!!,2018-10-29,5,0
4524,,Easy yo use,Love it,2018-10-29,5,0
4525,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4526,,good price,It is what i was looking,2018-10-29,5,0
4527,,Ease of use.,Continuous improvement,2018-10-29,5,0
4528,,Five Stars,Good item,2018-10-29,5,0
4529,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
4530,,Weather,Just wanted one,2018-10-29,5,1
4531,,Love it,I absolutely love it,2018-10-29,5,1
4532,,Item as described,Item as described,2018-10-29,5,1
4533,,Love love love,Love love love it!!!!,2018-10-29,5,1
4534,,Easy yo use,Love it,2018-10-29,5,1
4535,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4536,,good price,It is what i was looking,2018-10-29,5,1
4537,,Ease of use.,Continuous improvement,2018-10-29,5,1
4538,,Five Stars,Good item,2018-10-29,5,1
4539,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4540,,Weather,Just wanted one,2018-10-29,5,1
4541,,Love it,I absolutely love it,2018-10-29,5,1
4542,,Item as described,Item as described,2018-10-29,5,1
4543,,Love love love,Love love love it!!!!,2018-10-29,5,1
4544,,Easy yo use,Love it,2018-10-29,5,1
4545,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,1
4546,,good price,It is what i was looking,2018-10-29,5,1
4547,,Ease of use.,Continuous improvement,2018-10-29,5,1
4548,,Five Stars,Good item,2018-10-29,5,1
4549,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,1
4550,,Weather,Just wanted one,2018-10-29,5,0
4551,,Love it,I absolutely love it,2018-10-29,5,0
4552,,Item as described,Item as described,2018-10-29,5,0
4553,,Love love love,Love love love it!!!!,2018-10-29,5,0
4554,,Easy yo use,Love it,2018-10-29,5,0
4555,,Good for a small room definitely worth the purchase,"It’s the first Alexa device I ordered, I love it but speaker not very loud",2018-10-29,5,0
4556,,good price,It is what i was looking,2018-10-29,5,0
4557,,Ease of use.,Continuous improvement,2018-10-29,5,0
4558,,Five Stars,Good item,2018-10-29,5,0
4559,,Five Stars,Very fun to use for awhile. Ran out of uses for it so it just sits there now.,2018-10-29,5,0
